Company,Project,Partner ,Watershed,Category,Date,Gallons,X,Y,gal_num
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,6843,38.91698083,-77.47772665,6843.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,13408,38.91698083,-77.47772665,13408.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,2056,38.91698083,-77.47772665,2056.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,223,38.91698083,-77.47772665,223.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,136,38.91698083,-77.47772665,136.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,61,38.91698083,-77.47772665,61.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,108429,38.91698083,-77.47772665,108429.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,252,38.91698083,-77.47772665,252.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,47,38.91698083,-77.47772665,47.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,19,38.91698083,-77.47772665,19.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,25,38.91698083,-77.47772665,25.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,72,38.91698083,-77.47772665,72.0
Amazon,21310 BEAUMEADE CIR  ASHBURN 20147,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,19,38.91698083,-77.47772665,19.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,2420,38.9865899,-77.4353196,2420.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,12647,38.9865899,-77.4353196,12647.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,21392,38.9865899,-77.4353196,21392.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,23444,38.9865899,-77.4353196,23444.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,17748,38.9865899,-77.4353196,17748.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,18211,38.9865899,-77.4353196,18211.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,20170,38.9865899,-77.4353196,20170.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,17956,38.9865899,-77.4353196,17956.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,18999,38.9865899,-77.4353196,18999.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,22762,38.9865899,-77.4353196,22762.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,21200,38.9865899,-77.4353196,21200.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,19885,38.9865899,-77.4353196,19885.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,21694,38.9865899,-77.4353196,21694.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,21309,38.9865899,-77.4353196,21309.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,20017,38.9865899,-77.4353196,20017.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,21093,38.9865899,-77.4353196,21093.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,19539,38.9865899,-77.4353196,19539.0
Amazon,22760 PACIFIC BLVD  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,19707,38.9865899,-77.4353196,19707.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,4527,38.9870026,-77.4426446,4527.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,4101,38.9870026,-77.4426446,4101.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,4436,38.9870026,-77.4426446,4436.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,4625,38.9870026,-77.4426446,4625.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,5141,38.9870026,-77.4426446,5141.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,4295,38.9870026,-77.4426446,4295.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,5394,38.9870026,-77.4426446,5394.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,6634,38.9870026,-77.4426446,6634.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,5217,38.9870026,-77.4426446,5217.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,5091,38.9870026,-77.4426446,5091.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,4419,38.9870026,-77.4426446,4419.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,4717,38.9870026,-77.4426446,4717.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,5528,38.9870026,-77.4426446,5528.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,4584,38.9870026,-77.4426446,4584.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,4786,38.9870026,-77.4426446,4786.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,5136,38.9870026,-77.4426446,5136.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,4801,38.9870026,-77.4426446,4801.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,4677,38.9870026,-77.4426446,4677.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,8637,38.9870026,-77.4426446,8637.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,5485,38.9870026,-77.4426446,5485.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,4800,38.9870026,-77.4426446,4800.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,6411,38.9870026,-77.4426446,6411.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,6358,38.9870026,-77.4426446,6358.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,3667,38.9870026,-77.4426446,3667.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,3339,38.9870026,-77.4426446,3339.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,3096,38.9870026,-77.4426446,3096.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,3693,38.9870026,-77.4426446,3693.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,3894,38.9870026,-77.4426446,3894.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,3752,38.9870026,-77.4426446,3752.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,3014,38.9870026,-77.4426446,3014.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,448950,38.9870026,-77.4426446,448950.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,374184,38.9870026,-77.4426446,374184.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,3958,38.9870026,-77.4426446,3958.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,5088,38.9870026,-77.4426446,5088.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,4160,38.9870026,-77.4426446,4160.0
Amazon,22755 RELOCATION DR  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,4779,38.9870026,-77.4426446,4779.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,5905,38.94870607,-77.52189249,5905.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,3982,38.94870607,-77.52189249,3982.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,4841,38.94870607,-77.52189249,4841.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,4850,38.94870607,-77.52189249,4850.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,5142,38.94870607,-77.52189249,5142.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,4522,38.94870607,-77.52189249,4522.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,7372,38.94870607,-77.52189249,7372.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,6313,38.94870607,-77.52189249,6313.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,5635,38.94870607,-77.52189249,5635.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,5450,38.94870607,-77.52189249,5450.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,4753,38.94870607,-77.52189249,4753.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,4338,38.94870607,-77.52189249,4338.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,4590,38.94870607,-77.52189249,4590.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,4826,38.94870607,-77.52189249,4826.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,6175,38.94870607,-77.52189249,6175.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,5573,38.94870607,-77.52189249,5573.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,5947,38.94870607,-77.52189249,5947.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,4726,38.94870607,-77.52189249,4726.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,5043,38.94870607,-77.52189249,5043.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,5158,38.94870607,-77.52189249,5158.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,4543,38.94870607,-77.52189249,4543.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,5315,38.94870607,-77.52189249,5315.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,4015,38.94870607,-77.52189249,4015.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,4003,38.94870607,-77.52189249,4003.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,4725,38.94870607,-77.52189249,4725.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,4513,38.94870607,-77.52189249,4513.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,4375,38.94870607,-77.52189249,4375.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,5146,38.94870607,-77.52189249,5146.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,4406,38.94870607,-77.52189249,4406.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,10128,38.94870607,-77.52189249,10128.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,4924,38.94870607,-77.52189249,4924.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,5713,38.94870607,-77.52189249,5713.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,7437,38.94870607,-77.52189249,7437.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,6617,38.94870607,-77.52189249,6617.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-11,5944,38.94870607,-77.52189249,5944.0
Amazon,24178 UPPER WOODSIDE LN  STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-12,7066,38.94870607,-77.52189249,7066.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,47330,38.9492565,-77.5198092,47330.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,25109,38.9492565,-77.5198092,25109.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,67322,38.9492565,-77.5198092,67322.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,146783,38.9492565,-77.5198092,146783.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,113127,38.9492565,-77.5198092,113127.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,58743,38.9492565,-77.5198092,58743.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,13314,38.9492565,-77.5198092,13314.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,106,38.9492565,-77.5198092,106.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,2,38.9492565,-77.5198092,2.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,5,38.9492565,-77.5198092,5.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-04,32086,38.9492565,-77.5198092,32086.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-05,19936,38.9492565,-77.5198092,19936.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-06,68966,38.9492565,-77.5198092,68966.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-07,104799,38.9492565,-77.5198092,104799.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-08,69738,38.9492565,-77.5198092,69738.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-09,12587,38.9492565,-77.5198092,12587.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-10,3508,38.9492565,-77.5198092,3508.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-11,17,38.9492565,-77.5198092,17.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-12,14,38.9492565,-77.5198092,14.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-01,19,38.9492565,-77.5198092,19.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-02,12,38.9492565,-77.5198092,12.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-03,7,38.9492565,-77.5198092,7.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-04,21619,38.9492565,-77.5198092,21619.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-05,4369,38.9492565,-77.5198092,4369.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-06,55677,38.9492565,-77.5198092,55677.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-07,70707,38.9492565,-77.5198092,70707.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-08,18383,38.9492565,-77.5198092,18383.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-09,8989,38.9492565,-77.5198092,8989.0
Amazon,42800 FADELEY LN STERLING 20166,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2025-10,768,38.91698083,-77.47772665,768.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-01,4513,38.91698083,-77.47772665,4513.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-02,4653,38.91698083,-77.47772665,4653.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-03,4468,38.91698083,-77.47772665,4468.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-04,4429,38.91698083,-77.47772665,4429.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-05,4912,38.91698083,-77.47772665,4912.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-06,5224,38.91698083,-77.47772665,5224.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-07,5511,38.91698083,-77.47772665,5511.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-08,7338,38.91698083,-77.47772665,7338.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-09,6146,38.91698083,-77.47772665,6146.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-10,7564,38.91698083,-77.47772665,7564.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-11,6797,38.91698083,-77.47772665,6797.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2023-12,5776,38.91698083,-77.47772665,5776.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-01,6363,38.91698083,-77.47772665,6363.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-02,5965,38.91698083,-77.47772665,5965.0
Amazon,25430 SUTTON BAY PLZ  CHANTILLY 20152,Loudoun County -Central System ,Middle Potomac-Catoctin Basin,Recycled Water,2024-03,7119,38.91698083,-77.47772665,7119.0
